"","Units","MeterInformation_fk","Permit_Ref","Inspection_Date","Meter_Reading","Fixed_Zeros","Multiplier","NumberOfDials","Prev_insp_date","Prev_meter_read","Volume_Used","Use_Period","PermitList_fk","WR_Number","Latitude","Longitude","BUCode","count_permits","cf","converted_use_rate_AFD"
"834","Gallons","27vEAYLsWlpK","tSMlraMcopg8",2021-10-01,0,2,1,6,2020-11-03,471567,52843300,332,"tSMlraMcopg8","P45438.0W",41.5906,-104.70656,"STK",1,325851.42857,0.488463613504974
"835","Gallons","LK21mVZF6pLm","s9SCohDLuqUZ, a156GGTCEnqf",2021-09-28,87814,0,1000,6,2020-10-09,87814,0,354,"s9SCohDLuqUZ","P11595.0W",41.314,-104.68832,"IRR_GW",2,325851.42857,0
"836","Gallons","517UsknweXzq","qmmFlhxMZWZL, 9F6VatPWH2XY",2021-12-14,516531,0,1000,6,2020-10-07,463350,53181000,433,"9F6VatPWH2XY","P156192.0W",41.03859,-104.41471,"IRR_GW",2,325851.42857,0.376919818859982
"837","Gallons","bNslLvrNtimC","csyhCJTwvIHv, 9rr7hHoft2qa",2020-10-09,428450,0,100,6,2020-01-14,916180,51227000,269,"9rr7hHoft2qa","P45406.0W",41.34616,-104.84649,"IRR_GW",2,325851.42857,0.584422615771987
"838","Gallons","BOG3mH2O6htT","dHSEbxedY21D, fCj5rMpQy9gm, ztsxjuWDZw5g",2020-10-02,9705,0,100,6,2019-10-28,280240,72946500,340,"fCj5rMpQy9gm","P97714.0W",41.40958,-104.274,"MIS",3,325851.42857,0.658424394066067
"839","Gallons","Cg6ElmHFHkGf","yskbzPyEYpO8, uaOpk-f15Q9n, ch-lUHFk6I4s, --93rwr6ulIS, -Mor1L2CGfqu",2020-10-21,496552,0,1000,6,2020-01-23,449732,46820000,272,"uaOpk-f15Q9n","P1328.0W",41.19471,-104.26836,"IRR_GW",5,325851.42857,0.52825409941144
"840","Gallons","27vEAYLsWlpK","tSMlraMcopg8",2020-11-03,471567,2,1,6,2020-01-09,471567,0,299,"tSMlraMcopg8","P45438.0W",41.5906,-104.70656,"IRR_GW",1,325851.42857,0
"841","Gallons","DLHRSPEmdEme","9_BV0eRHjAlz, R8Y4VhtQ8BM7",2020-10-07,766818,0,1000,6,2019-10-31,763046,3772000,342,"R8Y4VhtQ8BM7","P156188.0W",41.01852,-104.42491,"IRR_GW",2,325851.42857,0.0338474494786895
"842","Gallons","BOG3mH2O6htT","dHSEbxedY21D, fCj5rMpQy9gm, ztsxjuWDZw5g",2020-10-02,9705,0,100,6,2019-10-28,280240,72946500,340,"fCj5rMpQy9gm","P97714.0W",41.40958,-104.274,"IRR_GW",3,325851.42857,0.658424394066067
"843","Gallons","BOG3mH2O6htT","dHSEbxedY21D, fCj5rMpQy9gm, ztsxjuWDZw5g",2021-11-03,757590,0,100,6,2020-10-02,9705,74788500,397,"dHSEbxedY21D","P24962.0W",41.410915,-104.272139,"IRR_GW",3,325851.42857,0.578128909267307
"844","Gallons","Cg6ElmHFHkGf","yskbzPyEYpO8, uaOpk-f15Q9n, ch-lUHFk6I4s, --93rwr6ulIS, -Mor1L2CGfqu",2020-10-21,496552,0,1000,6,2020-01-23,449732,46820000,272,"yskbzPyEYpO8","P98.0G",41.19471,-104.26836,"IRR_GW",5,325851.42857,0.52825409941144
"845","Gallons","Np7p4pkifZd3","Ohm152ChK2Kk",2020-11-02,279150,0,100,6,2020-03-18,81145,19800500,229,"Ohm152ChK2Kk","P60709.0W",41.2253,-104.70888,"IRR_GW",1,325851.42857,0.265351193584253
